RM_Foundation,0.48
shahidkapoor,0.05
LScola4,0.29
BryanVoltaggio,0.71
CharlieDavies9,0.25
RepMcClintock,0.05
rosariodawson,0.77
PrimeMinistry,0.0
AndrewShortMX29,0.01
CharlizeAfrica,0.31
EYJr,0.3065326633165829
reggiew55,0.23
MinPres,0.055
karlamonroig,0.215
AThornton14,0.165
MVoltaggio,0.245
CelinaJaitly,0.205
chetesgarza,0.695
AdriannaFoster,0.08080808080808081
KAzubuike7,0.4
TheRealEve,0.595
illwil21,0.12
SenSherrodBrown,0.235
BMCProTeam,0.065
cuauhtemocb10,0.3787878787878788
OkieFields,0.39
alydudek,0.015
DAVIDprice24,0.3
NATOlibrary,0.225
TFletchernordic,0.405
marissamayer,0.5151515151515151
alex_howes,0.045
timoreilly,0.465
jrcelski,0.08
Refugees,0.23
AndersFoghR,0.005
DanielMcCutchen,0.265
thisisdspan,0.35678391959798994
Jason,0.19
kendallgrovemma,0.425
chrisbarton88,0.03
Elenahight,0.09
NicolasSarkozy,0.165
Padmasree,0.35
Christieluge,0.445
LeeNguyen24,0.275
colea45,0.16080402010050251
Adela_Micha,0.975
JLEWFifty,0.11
bibimarin,0.19
michelkreder,0.32
BobKellyAbreu,0.2233502538071066
kikkanimal,0.185
jaimecamil,0.035
DennyMdotcom,0.27
vikramchandra,0.26
TiredPony,0.352112676056338
youngwhiteside,0.345
eucopresident,0.055
TheARandolph,0.16
PMOIndia,0.3
AkshayaPatraUSA,0.415
Matt_Barnes22,0.0
RepAdamSmith,0.2
chefjohnbesh,0.185
moyerfoundation,0.195
GalileaMontijo,0.005
ShaniDavis,0.37
RED,0.23
loic,0.18
OscarDLeon,0.365
gatesfoundation,0.35
RepRonPaul,0.01
krisallenband,0.03
priyankachopra,0.37185929648241206
PJCrowley,0.015
RyanRottman,0.305
kcarlsenjr,0.16
majornelson,0.045
ScottiePippen,0.07
GOMI_RSCL,0.09036144578313253
pnut,0.105
SuzyWelch,0.1
PabloCamila,0.3434343434343434
mbahamoute,0.7171717171717171
topchefkevin,0.12
NKMToo,0.11
GaelGarciaB,0.7939698492462312
vkhosla,0.52
therealmix,0.18
dwaynederosario,0.07
Robert_Aderholt,0.165
jmkikwete,0.54
RealRonHoward,0.41
GuyKawasaki,0.005
MsMccants,0.5125628140703518
PEPE_LOBO,0.065
Emeril,0.35
GabbyGiffords,0.175
AleBedoya17,0.235
travisbrowneMMA,0.18
Minotouromma,0.0
kevinrose,0.105
sergiompaulinho,0.32
JasonBrilz,0.016129032258064516
MeGovernment,0.51
SAMOALLSTAR,0.38
CARE,0.27
BillGates,0.02
AndyNewellskier,0.235
nature_org,0.235
Court_McGee,0.17
Nas,0.08
goldiehawn,0.18
QueenNoor,0.73
ludwikapaleta,0.335
HHShkMohd,0.0
SoyElChapu,0.545
Evan3Longoria,0.375
ericschmidt,0.225
SamirAlRifai,0.05
QueenRania,0.085
SAPresident,0.05
ramansundar,0.08
NikLentz,0.125
aqualungmusic,0.29310344827586204
FreddyAdu,0.09
TWFoundation,0.535
rokornot,0.18652849740932642
JimMiller_155,0.325
ItsStephRice,0.05
caydeeandjeremy,0.12
Farah_Pandith,0.595
IAmSteveHarvey,0.345
Chef_Aaron,0.035
TobyDeFrance,0.035
livestrong,0.31
RichAttonito,0.3
MattAntonelli9,0.325
greivisvasquez,0.475
DexterFowler,0.34673366834170855
BradZiegler,0.1326530612244898
DennisSiver,0.02631578947368421
GeoffAaron,0.06
DrWaheedH,0.615
myspacetom,0.0
TeamCoco,0.515
Ronny_Turiaf,0.315
IvanBabikov,0.445
DuncanBannatyne,0.16
BilbrayCA50,0.23
SteveCase,0.825
JozyAltidore,0.32
MuriloFischerMF,0.5888324873096447
PatrickWillis52,0.005
DeanHeller,0.405
CraigyFerg,0.05
justinbolsen,0.3065326633165829
MichaelDell,0.28
MylesKennedy,0.23618090452261306
JudgeTedPoe,0.36
thachad,0.16
MauriceEdu,0.47
Kristoff87,0.02
colemillerATT,0.215
PritishNandy,0.2914572864321608
anandmahindra,0.48
JTandNL,0.14
TeamFreebirdXC,0.135
gunsnroses,0.0
Reyli_Barba,0.37
EyeOfJackieChan,0.0
IvankaTrump,0.03
soysofimayen,0.40816326530612246
zoesaldana,0.08
larrywarbasse,0.125
RepJoeBaca,0.125
titojackson5,0.44221105527638194
johnwoodRTR,0.13
csampson43,0.025
